1、序号,2、您的性别:,3、您的年龄：,4、您目前所在的学校类型：,5、学校属于教研体系建设县（市、区）教研项目（中山小榄）中哪一类：,6、本学期，您任教的学科是:,7、您的教龄（正式教学年限）：,8、您是否担任过以下职务（可多选）：(备课组长),8、(教研组长),8、(教务主任/教学副校长),8、(校本课程开发负责人),8、(暂无担任),9、您是否参加过与“课程领导力”相关的教师培训或课题项目？,10、您的最高学历：,11、您目前的职称：,12、您当前任教的学校名称是：,13、您最高学历所学的专业类别是?,14、您是否是师范类专业毕业?,15、您的岗位性质是:,16、您目前任教的年级是:【可多选】(小学一年级),16、(小学二年级),16、(小学三年级),16、(小学四年级),16、(小学五年级),16、(小学六年级),16、(初一),16、(初二),16、(初三),16、(高一),16、(高二),16、(高三),17、您在本学期是否担任班主任:,创新教学观总分,创造力效能感总分,创造性教学情况总分,创造力成长观总分
183,2,2,4,3,2,3,0,0,0,0,1,2,2,2,49,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,2,77,28,140,30
184,2,4,1,2,1,5,0,0,0,0,1,2,2,2,32,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,51,28,131,32
185,2,5,2,1,10,5,0,0,1,0,0,1,3,2,8,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,51,27,122,33
186,2,2,4,3,2,4,1,0,0,0,0,2,2,1,49,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,70,19,97,37
187,2,2,2,1,8,1,0,0,0,0,1,2,4,1,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,92,19,125,40
188,1,6,2,3,5,6,0,0,1,0,0,1,2,3,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,59,20,101,32
189,2,3,1,2,1,6,0,0,0,0,1,2,2,4,32,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,78,18,113,34
190,1,4,4,3,13,4,0,0,0,0,1,2,2,1,49,4,1,4,0,1,0,1,0,0,0,0,0,0,0,0,2,57,20,79,31
191,1,3,1,3,14,5,0,0,1,0,0,2,2,2,37,2,1,2,0,0,1,1,1,1,0,0,0,0,0,0,2,51,28,140,30
192,1,6,4,3,8,6,0,0,0,0,1,1,1,2,46,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,2,85,25,129,43
193,1,2,4,3,11,2,0,0,0,0,1,2,2,1,49,5,2,5,1,0,1,0,0,1,0,0,0,0,0,0,2,57,20,74,30
194,1,2,1,2,1,2,0,0,0,0,1,2,2,1,32,1,2,3,0,1,0,1,1,0,0,0,0,0,0,0,2,86,25,113,34
195,2,3,1,3,15,4,1,0,0,0,0,2,2,2,14,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,70,19,111,31
196,1,6,2,1,1,6,1,1,0,1,0,1,2,3,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,84,27,135,50
197,2,1,1,2,2,2,0,0,0,0,1,2,2,1,32,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,63,24,97,38
198,2,4,1,3,13,6,0,1,0,0,0,2,2,2,14,4,1,2,1,0,0,0,1,1,0,0,0,0,0,0,2,59,20,84,30
199,2,1,1,2,11,1,0,0,0,0,1,1,2,1,32,5,2,6,1,1,0,0,1,0,0,0,0,0,0,0,2,64,20,84,30
200,1,5,1,3,11,6,0,0,0,0,1,2,2,2,32,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,63,24,111,31
201,2,2,1,2,12,4,0,0,0,0,1,2,2,4,27,4,2,2,1,1,1,1,1,1,0,0,0,0,0,0,2,78,24,112,40
202,2,2,4,3,15,3,0,0,0,0,1,2,2,4,42,2,1,4,1,1,1,1,1,1,1,1,1,0,0,0,2,83,16,83,36
203,2,5,1,2,1,6,1,0,0,0,0,2,2,2,32,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,54,24,115,29
204,2,1,4,3,3,2,1,0,0,0,0,2,2,1,49,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2,79,24,116,33
205,2,2,1,2,1,3,0,0,0,0,1,2,2,1,32,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,51,28,140,40
206,2,5,1,2,3,6,0,0,1,0,0,1,2,3,32,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,2,87,22,114,32
207,2,5,4,3,2,6,1,0,0,0,0,2,2,1,49,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,54,24,112,30
208,2,2,1,3,1,3,1,0,0,0,0,2,2,2,14,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,67,28,138,34
209,2,2,4,3,3,3,0,0,0,0,1,2,2,2,49,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,71,16,111,36
210,2,1,2,1,8,2,0,0,0,0,1,1,2,1,3,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,74,20,100,39
211,2,5,1,1,2,6,0,0,0,0,1,2,2,2,27,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,67,20,93,32
212,1,5,1,1,13,6,0,0,0,0,1,2,2,2,26,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,2,51,28,140,30
213,2,3,4,3,3,2,0,0,0,0,1,2,2,1,49,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,2,74,20,108,36
214,2,6,1,3,2,6,1,0,0,0,0,2,2,2,14,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,60,20,110,33
215,1,6,1,3,11,6,1,1,0,0,0,2,2,2,26,5,1,2,1,0,0,0,1,1,0,0,0,0,0,0,2,60,20,84,31
216,1,6,1,2,8,6,0,0,0,1,0,1,2,3,27,2,1,2,0,0,1,0,1,1,0,0,0,0,0,0,2,80,18,78,37
217,2,2,4,1,3,3,0,0,0,0,1,2,2,2,49,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,61,20,107,30
218,2,4,4,3,1,6,0,0,0,0,1,2,2,1,49,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,64,17,111,30
219,2,1,1,2,2,1,0,0,0,0,1,2,2,1,14,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2,54,24,112,30
220,2,4,1,3,3,6,0,0,0,0,1,2,2,2,26,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,51,28,140,30
221,2,2,1,1,3,3,0,0,0,0,1,2,2,2,26,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,1,52,20,109,30
222,2,3,1,3,16,4,0,0,0,0,1,2,2,2,14,4,1,2,0,0,1,1,1,1,0,0,0,0,0,0,2,74,20,85,31
223,1,6,2,1,11,6,1,0,0,0,0,2,2,2,3,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,56,21,106,31
224,2,4,1,2,1,6,0,0,0,0,1,2,2,2,27,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,1,63,20,110,41
225,2,3,1,2,1,4,0,0,0,0,1,2,3,1,27,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,66,21,108,32
226,2,3,1,1,1,4,1,0,0,0,0,2,2,1,14,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,56,15,123,33
227,1,5,1,3,3,6,0,0,0,0,1,2,2,1,26,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,2,51,28,140,30
228,2,2,1,2,1,4,0,0,0,0,1,2,2,4,32,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,94,24,140,27
229,2,6,2,1,14,6,0,1,0,0,0,2,2,3,3,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,64,19,86,33
230,2,2,4,3,1,3,0,0,0,0,1,2,2,1,49,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,54,24,112,30
231,2,1,4,3,16,1,0,0,0,0,1,2,2,1,49,4,2,4,1,1,1,1,0,0,0,0,0,0,0,0,2,61,19,84,30
232,2,6,1,1,16,6,1,0,0,0,0,2,2,2,26,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,68,16,136,30
233,2,3,1,1,3,4,1,0,0,0,0,1,2,4,14,1,2,6,0,1,0,1,1,0,0,0,0,0,0,0,2,65,18,116,33
234,1,6,2,1,3,6,1,0,0,0,0,2,3,3,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,75,20,112,33
235,2,6,2,1,2,6,0,0,0,0,1,1,2,2,3,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,85,23,108,37
236,1,6,1,3,8,6,0,0,0,0,1,1,2,3,32,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,78,24,112,34
237,1,4,1,3,2,4,0,0,0,0,1,1,3,2,26,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,75,24,110,40
238,2,5,1,3,1,6,1,1,0,0,0,1,3,1,26,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,69,19,106,38
239,2,4,4,1,3,5,0,0,0,0,1,1,2,1,46,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,55,20,84,30
240,2,3,4,1,8,3,0,0,0,0,1,1,2,2,46,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,63,16,84,30
241,2,3,4,3,1,4,1,0,0,0,0,2,2,1,49,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,54,18,112,34
242,2,3,1,1,1,5,1,0,0,0,0,2,2,2,27,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,54,24,106,36
243,1,4,1,3,2,5,0,0,0,0,1,1,2,2,14,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,60,16,84,30
244,2,4,4,3,2,5,0,0,0,0,1,2,2,1,49,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,84,24,125,31
245,2,2,4,2,3,3,0,0,0,0,1,1,2,2,49,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,1,54,24,109,34
246,2,2,1,1,1,3,0,0,0,0,1,2,2,4,27,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,63,8,84,30
247,1,4,4,3,2,5,0,1,0,0,0,2,2,4,49,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,90,22,116,39
248,2,3,1,2,1,3,0,0,0,0,1,2,2,4,27,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,67,20,111,28
249,2,3,1,1,15,2,1,0,0,0,0,2,2,1,32,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,64,20,84,30
250,2,3,4,1,3,4,1,0,0,0,0,2,2,1,49,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,64,26,124,32
251,1,5,4,1,2,6,0,0,0,0,1,2,2,2,46,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,54,24,111,30
252,2,4,4,3,3,3,1,0,0,0,0,2,2,2,46,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,76,19,93,39
253,1,3,4,2,2,3,0,0,0,0,1,1,2,1,46,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,72,28,140,30
254,2,2,4,2,3,2,0,0,0,0,1,2,2,1,49,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,54,24,112,32
255,2,6,4,3,1,6,0,0,0,0,1,1,2,2,46,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,2,60,16,84,30
256,2,3,4,3,3,4,1,0,0,0,1,2,2,2,49,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,72,17,82,30
257,2,4,1,3,1,5,1,0,0,0,0,2,2,2,26,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,81,19,93,34
258,2,6,1,1,1,6,0,0,0,0,1,2,2,3,14,6,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,60,16,84,30
259,2,2,4,1,3,2,1,0,0,0,0,2,2,4,46,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,2,76,28,139,31
260,1,6,2,1,11,6,0,0,0,0,1,2,2,2,3,5,1,2,0,0,0,0,0,0,0,1,1,0,0,0,2,68,24,105,35
261,2,4,4,3,3,5,0,0,0,0,1,1,2,2,46,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,71,21,113,37
262,1,6,2,1,11,6,0,0,0,0,1,2,2,2,3,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,54,24,108,32
263,2,3,2,1,8,5,1,0,0,0,0,2,2,2,8,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,64,17,115,38
264,2,2,4,1,1,3,1,0,1,0,0,1,2,2,46,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,90,28,140,41
265,2,5,4,3,2,5,0,0,0,0,1,2,2,2,11,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,74,11,104,31
266,1,6,2,1,11,6,0,0,0,0,1,2,2,2,3,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,140,30
267,2,2,1,3,1,4,1,1,0,0,0,2,2,1,14,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,68,19,85,40
268,2,6,1,1,1,6,0,0,0,0,1,2,2,2,26,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,58,20,89,29
269,2,2,4,2,1,3,0,0,0,0,1,2,2,1,46,3,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,73,24,140,31
270,2,2,1,2,14,3,0,0,0,0,1,2,2,1,32,3,1,2,0,1,1,1,1,1,0,0,0,0,0,0,2,84,21,123,35
271,2,1,1,3,1,1,0,0,0,0,1,2,2,1,14,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,2,71,20,106,40
272,2,6,4,3,2,6,0,0,0,0,1,2,2,1,49,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,57,20,84,30
273,1,6,1,1,11,6,0,0,0,0,1,2,2,2,29,5,1,2,0,1,0,1,1,0,0,0,0,0,0,0,2,54,22,98,33
274,1,4,2,1,11,3,0,0,0,0,1,1,2,1,3,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,86,23,99,36
275,2,5,4,3,2,6,0,1,0,0,0,2,2,1,49,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,94,26,140,47
276,2,3,1,2,1,5,0,0,0,0,1,2,2,1,32,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,68,20,112,30
277,1,5,1,3,12,6,1,0,0,1,0,2,2,2,29,4,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,58,20,87,30
278,2,2,4,3,1,4,1,0,0,0,0,2,2,1,49,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,67,19,115,34
279,1,6,2,1,1,6,1,0,0,0,0,1,2,3,8,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,75,24,130,38
280,2,5,1,1,2,6,0,0,0,0,1,1,2,2,26,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,52,17,110,30
281,1,5,2,1,14,6,0,0,0,0,1,2,2,1,3,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,84,25,110,44
282,2,4,4,2,7,5,1,0,0,0,0,2,2,4,46,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,2,84,19,110,40
283,2,3,4,3,2,4,0,0,0,0,1,1,2,1,49,6,2,4,0,1,0,0,0,0,0,0,0,0,0,0,2,79,24,109,34
284,1,4,4,1,3,4,0,0,0,0,1,2,2,1,46,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,54,24,88,31
285,2,2,1,1,1,2,0,0,0,0,1,2,2,1,14,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,66,20,140,30
286,2,3,4,3,13,5,0,0,0,0,1,2,2,2,49,4,1,4,0,0,0,0,1,1,0,0,0,0,0,0,2,68,25,114,33
287,2,2,2,1,2,2,0,0,0,0,1,2,2,1,8,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,67,18,111,36
288,2,4,2,1,10,5,1,0,0,0,0,2,2,2,8,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,80,19,107,32
289,2,6,1,2,2,6,1,0,0,0,0,2,2,3,27,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,70,16,109,31
290,1,6,1,2,2,6,0,0,1,0,0,2,2,2,32,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,53,18,95,30
291,2,3,1,3,1,5,0,0,0,0,1,2,2,1,26,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,73,24,115,31
292,2,3,1,2,2,4,0,0,0,0,1,2,2,1,32,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,80,23,99,33
293,2,1,1,1,1,2,0,0,0,0,1,1,2,1,29,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,78,24,112,39
294,2,3,4,1,3,3,1,0,0,0,0,2,2,2,49,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,86,23,113,36
295,2,5,1,1,1,6,0,0,0,0,1,2,2,2,26,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,54,24,112,30
296,2,5,1,2,1,6,0,0,0,0,1,2,2,2,26,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,60,16,84,30
297,2,2,4,2,7,2,0,0,0,0,1,2,3,1,46,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,2,59,28,129,33
298,1,5,1,1,2,6,0,0,0,1,0,1,3,3,29,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,54,24,111,40
299,2,2,1,3,1,2,0,0,0,0,1,2,2,1,27,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,60,16,92,32
300,2,5,1,1,1,6,1,0,0,0,0,1,2,2,26,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,90,24,113,30
301,2,4,4,1,1,5,0,1,1,0,0,1,2,2,46,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,2,66,24,109,34
302,1,3,2,1,5,4,0,0,0,0,1,2,2,1,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,58,16,84,30
303,1,6,2,1,6,6,0,0,0,0,1,1,2,2,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,114,30
304,2,5,1,2,2,6,1,0,1,1,0,1,2,3,26,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,78,21,135,42
305,2,6,2,1,6,6,0,0,0,0,1,2,2,2,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,60,16,84,30
306,2,3,1,1,2,4,0,0,0,0,1,2,2,1,27,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,69,24,122,29
307,2,6,1,2,1,6,1,0,0,0,0,2,2,3,27,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,79,22,124,34
308,2,2,2,1,7,2,0,0,0,0,1,2,2,4,3,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,54,20,128,37
309,2,2,1,3,1,2,1,0,0,0,0,2,2,1,14,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,71,20,92,33
310,2,3,1,1,2,3,0,0,0,0,1,1,2,1,14,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,57,24,119,30
311,1,4,4,1,14,5,0,1,0,0,0,1,2,1,46,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,54,24,112,30
312,2,3,4,3,2,3,0,0,0,0,1,2,2,1,49,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,70,24,107,39
313,2,6,1,3,1,6,1,0,0,0,0,1,2,3,26,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,78,28,137,26
314,2,3,1,2,2,4,0,1,0,0,0,2,2,4,32,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,1,73,16,107,43
315,2,3,4,3,1,5,0,0,0,0,1,2,2,2,49,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,90,24,137,41
316,1,6,1,2,11,6,0,0,0,0,1,2,1,2,32,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,2,54,24,107,30
317,2,5,1,3,3,6,0,0,0,0,1,2,2,2,26,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,74,23,109,34
318,2,2,2,1,7,4,1,0,0,0,0,2,3,2,3,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,55,15,92,28
319,2,5,1,1,1,4,0,0,0,0,1,2,2,2,27,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,89,24,136,41
320,1,5,1,2,3,6,0,0,0,0,1,2,2,2,32,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,49,27,140,30
321,2,2,1,2,2,2,0,0,0,0,1,2,2,1,27,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,57,16,111,39
322,2,2,4,1,3,2,0,0,0,0,1,2,2,1,49,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2,63,16,73,32
323,2,2,4,3,8,3,0,0,0,0,1,2,2,1,49,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,73,16,111,48
324,1,6,1,1,2,6,0,0,0,0,1,2,2,2,26,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,62,19,76,29
325,1,6,2,1,5,6,1,0,0,0,0,2,2,2,3,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,2,60,16,102,30
326,1,6,2,1,5,6,1,0,0,0,0,1,2,2,3,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,2,55,24,129,30
327,2,3,1,3,2,4,0,0,0,0,1,2,2,1,14,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,72,14,103,35
328,1,6,4,2,2,6,1,1,1,0,0,1,2,3,46,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,83,21,81,40
329,2,5,1,1,1,6,1,1,1,1,0,1,3,3,29,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,94,28,140,46
330,1,5,2,1,5,6,1,0,0,0,0,2,2,2,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,71,20,109,40
331,2,6,1,1,2,6,0,0,0,0,1,2,1,3,32,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,63,14,95,30
332,2,6,1,2,3,6,0,0,0,0,1,2,2,2,32,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,1,56,19,134,28
333,1,6,4,1,12,6,0,0,0,0,1,1,2,2,46,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,2,57,21,86,39
334,2,2,2,1,1,3,0,0,0,0,1,2,2,1,8,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,61,18,74,30
335,1,6,1,1,4,6,0,0,0,1,0,1,2,2,26,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,51,28,140,30
336,2,4,4,3,1,5,0,0,0,0,1,2,2,4,49,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,82,16,136,38
337,2,2,1,3,1,3,1,0,0,0,0,2,2,4,14,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,79,13,128,37
338,2,6,1,1,1,6,0,0,0,0,1,2,2,2,26,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,74,23,127,33
339,2,6,1,2,1,6,0,0,0,0,1,2,2,2,32,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,93,18,121,36
340,2,4,1,1,3,5,1,0,0,0,0,2,2,2,14,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,60,20,127,31
341,1,6,1,2,8,6,0,1,1,0,0,2,2,3,26,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,66,16,89,38
342,2,2,2,1,2,4,1,0,0,0,0,2,2,4,8,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,60,16,84,30
343,2,3,4,3,6,4,1,0,0,0,0,2,2,2,42,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,81,18,77,40
344,2,6,2,1,7,6,0,0,0,0,1,2,2,2,3,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,52,17,84,27
345,2,6,2,1,3,6,1,0,0,1,0,1,2,2,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,140,30
346,2,3,1,1,1,4,1,0,0,0,0,2,2,1,14,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,58,15,103,30
347,2,5,2,1,8,6,1,1,0,0,0,2,2,2,8,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,85,23,115,40
348,2,3,4,3,3,4,1,0,0,0,0,2,2,2,43,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,2,75,23,136,30
349,1,4,2,1,10,5,1,0,0,1,0,2,4,3,8,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,54,24,112,30
350,2,2,2,1,7,2,0,0,0,0,1,2,2,2,8,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,59,16,111,30
351,2,3,1,3,1,5,0,0,0,0,1,2,2,2,27,1,1,6,1,1,0,1,0,0,0,0,0,0,0,0,1,65,28,140,30
352,1,6,1,2,8,6,0,0,0,0,1,2,2,2,32,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,2,74,16,93,33
353,2,2,2,1,13,1,0,0,0,0,1,2,2,1,3,4,2,6,0,0,0,0,0,0,1,0,0,0,0,0,2,105,28,135,46
354,1,3,1,3,2,5,0,0,0,0,1,2,2,4,14,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,90,23,94,40
355,2,2,2,1,2,3,0,0,0,0,1,2,2,1,8,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,77,22,116,40
356,1,6,2,1,13,6,1,0,0,0,0,2,2,2,8,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,51,28,136,32
357,2,6,1,3,4,6,0,0,0,0,1,2,2,2,14,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,2,77,23,130,35
358,1,4,4,1,14,4,0,0,0,0,1,2,2,1,46,2,2,4,0,0,1,1,1,1,0,0,0,0,0,0,2,60,16,84,30
359,2,5,2,1,2,6,0,0,0,0,1,2,2,3,8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,54,24,112,30
360,2,2,2,1,2,3,0,0,0,0,1,2,2,4,8,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,73,24,124,37
361,2,1,2,1,7,1,0,0,0,0,1,1,2,1,8,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,59,18,83,36
362,2,5,4,3,14,5,0,0,0,0,1,2,2,2,44,2,1,4,0,0,0,0,1,1,0,0,0,0,0,0,2,86,19,84,42
363,2,6,1,1,1,6,0,0,1,0,0,1,2,3,29,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,61,20,112,40
364,2,1,4,3,3,2,0,0,0,0,1,2,2,1,49,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,2,60,16,84,30
365,1,4,1,2,8,5,0,0,0,0,1,1,2,3,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,76,28,137,33
366,2,4,3,1,12,5,0,1,0,0,0,1,2,2,46,4,2,4,1,1,0,0,0,1,0,0,0,0,0,0,2,54,24,112,36
367,2,6,1,3,2,6,0,0,0,0,1,2,2,2,14,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,80,20,140,34
368,2,2,2,1,8,2,0,0,0,0,1,2,2,1,8,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,63,20,108,35
369,2,6,1,3,16,6,0,0,0,0,1,2,2,2,14,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,71,21,104,32
370,2,2,1,2,1,2,1,0,0,0,0,1,2,4,27,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,54,24,112,30
